,en,fr
362,"Likewise, all the lawful inhabitants will move back to their town while, at the same time, the Turkish ports and airports will open to Cypriot ships and aeroplanes.","De la même manière, tous les habitants légitimes regagneront leur ville tandis que, parallèlement, les ports et les aéroports turcs seront accessibles aux bateaux et aux avions chypriotes."
363,"At present, as many as 36% of my fellow citizens consider that bringing in the euro would lead to price rises and lower living standards.","Pour l'instant, pas moins de 36% de mes concitoyens pensent que l'introduction de l'euro entraînerait des hausses de prix et une baisse du niveau de vie."
364,It is for that reason that it would be better to shelve any proposal to have a motion for a resolution this week and to change the topic entirely.,C'est pour cette raison qu'il serait préférable d'abandonner tout projet de proposition de résolution cette semaine et de modifier intégralement ce point.
365,This was deemed the highest priority for the Commission in order to increase our own efficiency and coherence and that of our external action as a whole.,"Elle était considérée comme la priorité majeure de la Commission en vue d'accroître notre efficacité et notre cohérence, ainsi que celles de l'ensemble de nos interventions extérieures."
366,"How does the Commission intend to step up direct involvement by women in representative, decision-making and advisory fisheries bodies at European, national and regional level?","Comment la Commission compte-t-elle renforcer la participation effective des femmes aux organes de représentation, de décision et de consultation du secteur de la pêche, aux niveaux tant européen que national et régional?"
367,"In this regard I would like to call to mind a phenomenon that brings to the fore the urgent need for intercultural dialogue, namely the situation of migrants, and in particular of migrant women.","À ce titre, je tiens à rappeler un phénomène qui requiert d'urgence un dialogue interculturel, à savoir la situation des immigrants et en particulier des femmes immigrantes."
368,The Confederal Group of the European United Left/Nordic Green Left will be supporting this proposal at second reading too.,Le groupe confédéral de la Gauche unitaire européenne/Gauche verte nordique soutiendra cette proposition en deuxième lecture également.
369,"Ladies and gentlemen, it is with joy and excitement that we today welcome the 153 new Members from Bulgaria and Romania.","- Mesdames et Messieurs, c'est avec joie, et un grand enthousiasme, que nous accueillons aujourd'hui 153 nouveaux députés de Bulgarie et de Roumanie."
370,I hail from a country that suffered under the iron rule of Hitler's totalitarian Nazi regime and later under Soviet Communism.,"Je suis originaire d'un pays qui a souffert sous le joug du régime totalitaire nazi de Hitler et, plus tard, sous la férule du régime communiste soviétique."
371,"Well, coming from a country where a referendum must be held on these issues, I find this extremely puzzling to say the least.","Et bien, venant d'un pays qui doit organiser un référendum sur cette question, cela me laisse vraiment perplexe, c'est le moins que l'on puisse dire."
372,I trust that the Commission will welcome our proposals so that we can implement satisfactory reforms in the sector.,Je suis persuadé que la Commission accueillera favorablement nos propositions et que nous pourrons lancer des réformes satisfaisantes dans ce secteur.
